id,company_rating,company_location,total_fleet_count,iata_approved
42806,,Gibraltar,1.0,False
24632,1.0,Croatia,4.0,True
188,1.0,Nauru,1.0,True
1252,,Isle of Man,1.0,False
38746,0.99,Vietnam,13.0,False
19493,,,1.0,True
42055,,Isle of Man,1.0,False
38746,0.99,Vietnam,13.0,False
38746,0.99,Vietnam,13.0,False
38746,0.99,Vietnam,13.0,False
24410,1.0,,1.0,False
17042,,Russian Federation,1.0,False
39432,1.0,Puerto Rico,1.0,True
36949,0.98,,11.0,True
3254,,Tonga,16.0,True
45370,,,1.0,False
8406,,Anguilla,1.0,False
24279,,Sao Tome and Principe,1.0,True
8036,,,1.0,True
42529,,Russian Federation,1.0,True
2074,1.0,Lebanon,1.0,False
41269,,Philippines,7.0,False
48735,0.89,Gambia,1.0,True
45594,,,1.0,False
2505,,,1.0,True
40353,,,1.0,False
36635,1.0,Indonesia,10.0,False
33474,0.83,,1.0,True
10442,,Isle of Man,1.0,False
8599,1.0,,1.0,True
47597,,,1.0,True
48756,1.0,Maldives,59.0,False
13198,,,1.0,False
46420,,,1.0,False
958,,Denmark,2.0,True
22194,,,1.0,True
24836,1.0,Kiribati,4.0,False
46334,1.0,Micronesia,1.0,False
14309,,Turkmenistan,1.0,False
193,1.0,Estonia,3.0,True
16378,,Gambia,1.0,False
46269,,Monaco,1.0,True
9958,,,1.0,True
2214,,,1.0,False
6838,0.96,Spain,59.0,True
22108,,Kenya,11.0,False
4452,,Russian Federation,1.0,False
44522,,Rwanda,1.0,False
49655,,,1.0,True
14290,,Monaco,1.0,False
3096,,,1.0,True
1730,1.0,Chad,2.0,True
10890,1.0,,2.0,True
624,1.0,Barbados,4.0,False
23983,,Finland,1.0,False
46673,,Djibouti,1.0,True
1599,1.0,,2.0,False
45938,,,1.0,False
39886,1.0,Malta,2.0,False
38242,0.85,Rwanda,3.0,True
10863,,,1.0,True
20689,0.0,Micronesia,1.0,False
33335,1.0,Gibraltar,3.0,True
48240,,Somalia,1.0,True
14354,0.4,,3.0,True
26803,,Kiribati,1.0,True
15733,,Chile,1.0,True
20334,0.99,Niger,171.0,True
49325,,Saint Pierre and Miquelon,781.0,True
37646,1.0,Estonia,60.0,False
24917,1.0,Uganda,11.0,True
6405,1.0,Russian Federation,2.0,True
42385,1.0,Nauru,2.0,True
4250,1.0,,2.0,False
27090,1.0,Tonga,2.0,True
33734,,,1.0,False
33429,,Russian Federation,2.0,False
28246,,Russian Federation,1.0,True
34747,,Lebanon,3.0,True
29647,1.0,Peru,1305.0,False
29647,1.0,Peru,1305.0,False
35143,0.0,,4.0,False
46888,1.0,Mauritania,3.0,False
29647,1.0,Peru,1305.0,False
17795,1.0,Uzbekistan,11.0,True
7441,1.0,Niue,1.0,False
34493,,,1.0,True
32222,,Gambia,4.0,False
15602,,Uzbekistan,2.0,True
45469,,Reunion,2.0,False
5439,0.45,,6.0,False
10905,1.0,,2.0,False
36629,,,1.0,True
1807,1.0,,1.0,False
49958,,Barbados,1.0,False
25454,,Bouvet Island (Bouvetoya),1.0,False
42665,,Zimbabwe,1.0,True
6724,,Lithuania,1.0,True
5915,,Russian Federation,4.0,False
970,1.0,Marshall Islands,2.0,False
42928,1.0,,1.0,True
5904,1.0,Mauritania,2.0,False
4698,,United Kingdom,1.0,True
33217,,France,1.0,False
43208,,,1.0,True
42802,1.0,,1.0,True
19727,,Chile,1.0,True
3669,0.8,Guinea,2.0,False
6604,,,1.0,True
29559,,,1.0,False
3959,,Pakistan,1.0,False
37872,0.38,,1.0,True
12902,,Guernsey,1.0,False
18993,1.0,Reunion,2.0,True
8438,0.62,Nicaragua,9.0,True
5439,0.45,,6.0,False
5439,0.45,,6.0,False
5439,0.45,,6.0,False
36635,1.0,Indonesia,10.0,False
40181,1.0,Russian Federation,2.0,True
3629,0.6,,1.0,False
45263,1.0,France,1.0,True
49293,,French Guiana,1.0,False
8627,0.9,Gambia,1.0,True
19435,1.0,,1.0,False
9587,1.0,,1.0,False
19859,1.0,Puerto Rico,2.0,True
23356,1.0,Netherlands,1.0,False
36638,1.0,,1.0,False
23514,,Australia,1.0,True
9265,,French Guiana,1.0,False
31970,,Niue,2.0,False
43769,,,1.0,True
16848,,,1.0,False
40512,1.0,Indonesia,2.0,True
42509,1.0,Nicaragua,1.0,True
25927,,,1.0,True
16287,1.0,,2.0,False
16772,,Niue,2.0,True
31044,,,1.0,True
18927,,Congo,1.0,True
34321,,Maldives,1.0,True
32019,,Lebanon,1.0,True
20217,0.9,,2.0,True
6830,,,1.0,True
17372,,Russian Federation,1.0,True
43744,,Cocos (Keeling) Islands,1.0,True
27499,1.0,,1.0,True
25813,1.0,Cocos (Keeling) Islands,1.0,False
38846,1.0,Micronesia,1.0,True
12973,1.0,United Kingdom,1.0,True
16371,0.95,Bouvet Island (Bouvetoya),29.0,False
5821,1.0,,1.0,False
47605,0.67,,1.0,True
30740,,Gambia,2.0,True
32548,,,1.0,True
23526,,,1.0,False
2173,,Ghana,1.0,True
49296,,,1.0,True
17076,,Bahrain,1.0,True
49663,,Chile,2.0,True
29647,1.0,Peru,1305.0,False
5636,,,1.0,True
17285,,Micronesia,1.0,False
29647,1.0,Peru,1305.0,False
45760,,Faroe Islands,1.0,True
29647,1.0,Peru,1305.0,False
44111,1.0,Vanuatu,1.0,False
9604,1.0,,1.0,True
29647,1.0,Peru,1305.0,False
29647,1.0,Peru,1305.0,False
17360,,Turkmenistan,1.0,True
47086,1.0,Mauritania,4.0,True
49241,0.5,Libyan Arab Jamahiriya,1.0,True
29647,1.0,Peru,1305.0,False
44959,,,1.0,False
29647,1.0,Peru,1305.0,False
24026,0.98,Cape Verde,69.0,True
30800,1.0,Micronesia,2.0,False
24307,,Denmark,1.0,False
16564,,Russian Federation,1.0,False
6441,,Nicaragua,1.0,True
45843,,,1.0,False
47474,,Lebanon,1.0,False
8187,,,1.0,False
25555,,Malta,1.0,False
17806,,Faroe Islands,1.0,False
2653,,Lithuania,1.0,True
11956,,Gibraltar,4.0,True
20498,1.0,,1.0,True
6377,,French Guiana,1.0,True
39101,1.0,Micronesia,1.0,True
14173,0.9,Brazil,3.0,True
33547,1.0,Uzbekistan,1.0,True
39898,,,1.0,True
13611,,Denmark,1.0,True
11440,,,1.0,False
32808,,Gambia,1.0,False
4056,,Brunei Darussalam,1.0,False
1614,,Tanzania,1.0,True
7055,1.0,,1.0,False
32099,,Sao Tome and Principe,1.0,False
7296,1.0,Zimbabwe,2.0,True
5236,,Croatia,1.0,True
15073,,French Guiana,1.0,True
16673,,France,1.0,True
35143,0.0,,4.0,False
39965,1.0,Tonga,3.0,True
11058,,Niue,1.0,False
21027,,Estonia,1.0,True
43379,,Palestinian Territory,1.0,False
23346,,,1.0,True
16319,1.0,Zimbabwe,1.0,False
8688,,Brazil,2.0,False
29950,,France,1.0,True
3376,,Nicaragua,8.0,True
3376,,Nicaragua,8.0,True
23807,,,1.0,True
28549,,Guinea,1.0,False
33381,1.0,Turks and Caicos Islands,1.0,True
25655,1.0,Ukraine,2.0,False
33331,,Tonga,1.0,False
32352,1.0,French Guiana,2.0,False
15069,1.0,Montserrat,3.0,True
47199,1.0,Tanzania,2.0,True
41784,1.0,Rwanda,3.0,False
35619,,Indonesia,1.0,False
9709,,Tunisia,1.0,False
49727,,,2.0,False
31740,,,1.0,False
47789,,,1.0,True
39931,,Guinea,1.0,False
31069,,,1.0,True
38330,1.0,Montserrat,1.0,False
22132,,Kenya,1.0,False
17947,,French Guiana,2.0,True
38568,,Turks and Caicos Islands,4.0,False
27944,,France,1.0,False
46194,1.0,Tanzania,4.0,False
49795,,Chile,1.0,True
24404,,,1.0,False
37513,,Malta,1.0,False
15965,,Russian Federation,1.0,True
19041,1.0,Indonesia,4.0,True
1004,,Holy See (Vatican City State),2.0,True
35809,,,1.0,False
38590,,,1.0,False
16049,,,1.0,False
26321,1.0,Faroe Islands,2.0,True
15647,1.0,Bosnia and Herzegovina,2.0,True
27162,1.0,Isle of Man,1.0,False
18704,,,1.0,True
34714,1.0,,2.0,True
44466,,,1.0,True
8438,0.62,Nicaragua,9.0,True
39050,1.0,,1.0,True
12492,,,1.0,True
36299,1.0,Rwanda,13.0,True
29078,0.0,Tonga,1.0,False
47220,,,1.0,False
48746,1.0,Uganda,5.0,False
5427,,Monaco,1.0,False
29154,,El Salvador,1.0,False
25421,0.67,Svalbard & Jan Mayen Islands,2.0,False
8076,,Lithuania,1.0,False
36036,,Ghana,1.0,True
21496,0.0,Turkmenistan,1.0,True
44317,0.0,,1.0,True
30136,,Brazil,1.0,False
13694,,Gibraltar,1.0,False
34605,,Chile,1.0,False
6351,,,2.0,False
13637,0.6,,5.0,True
14490,1.0,Denmark,1.0,True
21615,1.0,Montserrat,4.0,False
42465,,Zimbabwe,1.0,False
28566,0.78,Slovakia (Slovak Republic),79.0,True
36137,,Lebanon,1.0,True
12320,1.0,Bosnia and Herzegovina,20.0,False
36262,,Andorra,1.0,True
39396,1.0,Zimbabwe,1.0,True
33617,,Canada,1.0,False
18180,,,1.0,True
18885,0.7,El Salvador,7.0,True
8219,,Micronesia,1.0,True
26279,,Lebanon,1.0,True
25437,1.0,,1.0,True
32224,,,1.0,False
38962,1.0,Gibraltar,2.0,True
27759,0.0,Monaco,1.0,True
3182,,,1.0,False
27253,,French Guiana,1.0,False
25609,0.0,,1.0,False
23008,1.0,Russian Federation,1.0,True
3965,,Canada,1.0,True
38482,1.0,Jersey,1.0,False
3669,0.8,Guinea,2.0,False
24775,0.97,Montserrat,44.0,False
23747,1.0,Niger,4.0,True
40189,1.0,Marshall Islands,1.0,False
20590,,,1.0,False
29338,1.0,,2.0,True
6624,,Russian Federation,1.0,True
39625,1.0,Zimbabwe,1.0,True
14617,1.0,,1.0,True
14934,,Anguilla,1.0,False
26892,1.0,Togo,12.0,True
46614,1.0,,1.0,True
47297,,,1.0,True
35759,1.0,,1.0,True
37230,,,1.0,True
48334,1.0,Guinea,12.0,False
1546,,,2.0,False
14833,,,1.0,False
37287,,Maldives,1.0,True
35300,,,1.0,True
28335,,,1.0,True
48334,1.0,Guinea,12.0,False
39952,1.0,Tonga,21.0,False
12116,,Uganda,1.0,False
26504,,Niue,1.0,False
30695,,Guinea,1.0,False
48334,1.0,Guinea,12.0,False
35231,,,1.0,False
45902,,Sao Tome and Principe,5.0,True
48207,,Faroe Islands,1.0,False
30995,,,7.0,False
17959,,Lebanon,1.0,True
27380,,Peru,1.0,False
21864,1.0,Micronesia,1.0,True
18282,,Niue,1.0,False
42773,,,1.0,False
27772,1.0,Chad,2.0,True
29866,1.0,Isle of Man,2.0,False
26146,,,2.0,True
26621,0.25,,1.0,True
14566,1.0,Korea,4.0,True
36836,,Tanzania,1.0,False
24539,1.0,,1.0,True
29702,,,1.0,True
18140,,Bosnia and Herzegovina,2.0,False
4367,,,1.0,True
29692,,Faroe Islands,1.0,False
1953,,,1.0,False
9558,,Maldives,1.0,False
19778,,Russian Federation,1.0,True
31295,,Lebanon,1.0,True
47451,1.0,Turkmenistan,1.0,True
8206,,Maldives,1.0,True
6001,,,1.0,False
39742,0.97,,2.0,False
9226,,Mauritania,5.0,False
41008,1.0,Venezuela,6.0,False
23037,,Lebanon,1.0,True
30560,,,1.0,False
31072,1.0,Montserrat,6.0,True
3279,,Uzbekistan,1.0,True
29647,1.0,Peru,1305.0,False
20739,,,1.0,False
29647,1.0,Peru,1305.0,False
44510,,,1.0,False
29647,1.0,Peru,1305.0,False
49082,,Pakistan,1.0,False
23843,1.0,Isle of Man,3.0,True
29647,1.0,Peru,1305.0,False
1369,1.0,Russian Federation,1.0,True
29647,1.0,Peru,1305.0,False
2417,,Cocos (Keeling) Islands,1.0,False
29647,1.0,Peru,1305.0,False
980,,Djibouti,4.0,False
25163,,Afghanistan,1.0,True
37922,0.5,,1.0,True
15602,,Uzbekistan,2.0,True
13084,,,1.0,True
42290,,,1.0,False
2982,,,1.0,True
48660,1.0,Nicaragua,2.0,True
25903,,China,1.0,False
48504,,Netherlands,5.0,False
24647,,Guinea,2.0,True
39693,1.0,Guinea,3.0,False
48214,1.0,Canada,1.0,False
11320,,Guinea,1.0,True
40440,,Portugal,1.0,True
38793,1.0,Svalbard & Jan Mayen Islands,2.0,False
37370,,Russian Federation,1.0,True
41118,,,1.0,False
34272,,Papua New Guinea,1.0,True
9439,,,1.0,False
24779,,,1.0,True
24241,,,1.0,True
25839,,Congo,1.0,True
1009,,Lebanon,1.0,True
5439,0.45,,6.0,False
15294,,,1.0,False
24615,,,1.0,True
49270,,Faroe Islands,1.0,False
24836,1.0,Kiribati,4.0,False
8438,0.62,Nicaragua,9.0,True
8438,0.62,Nicaragua,9.0,True
44468,,France,1.0,False
20163,1.0,Lebanon,1.0,True
1040,,,1.0,True
31376,,Cocos (Keeling) Islands,1.0,False
28828,1.0,Isle of Man,198.0,True
32443,,Costa Rica,4.0,True
11775,,Bouvet Island (Bouvetoya),1.0,True
16787,1.0,Niue,2.0,False
6229,,Venezuela,1.0,True
40104,,Somalia,1.0,True
5069,,Holy See (Vatican City State),1.0,False
40752,1.0,Tunisia,5.0,True
44420,1.0,Faroe Islands,2.0,False
7882,,,1.0,True
2347,1.0,Russian Federation,1.0,True
7981,1.0,Sao Tome and Principe,4.0,True
4023,,Estonia,1.0,False
48290,1.0,,1.0,False
14272,,Guinea,1.0,True
33192,,Russian Federation,2.0,True
24587,1.0,Nicaragua,2.0,False
42579,0.29,Anguilla,1.0,False
31461,,Gambia,1.0,False
16506,,Christmas Island,1.0,False
15994,0.5,,1.0,False
30924,,Sao Tome and Principe,7.0,True
28182,,Isle of Man,1.0,False
43963,,,1.0,False
40292,,,1.0,False
1984,,Mauritania,3.0,True
8238,0.91,Barbados,15.0,True
43248,1.0,Tanzania,2.0,True
25276,0.9,Denmark,1.0,False
26166,,Isle of Man,1.0,True
2035,0.4,,1.0,False
2399,,Costa Rica,1.0,True
19586,,Libyan Arab Jamahiriya,1.0,False
41313,1.0,Denmark,10.0,True
43248,1.0,Tanzania,2.0,True
3544,,,1.0,True
11944,,Russian Federation,1.0,False
20474,,Lebanon,1.0,True
180,,,1.0,False
44407,,Bouvet Island (Bouvetoya),1.0,True
6575,,Ghana,1.0,False
26518,1.0,Turkmenistan,1.0,True
23486,,,1.0,False
33284,,Gambia,3.0,False
11734,1.0,,3.0,True
47808,,Niue,1.0,False
44940,0.5,Croatia,2.0,True
35616,,Nauru,1.0,False
11817,,Tonga,3.0,False
22270,1.0,,3.0,True
2172,1.0,,2.0,True
35455,,,1.0,False
41080,0.89,Tonga,10.0,True
13582,,Guinea,2.0,False
4717,,Isle of Man,1.0,False
41080,0.89,Tonga,10.0,True
29647,1.0,Peru,1305.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
42158,1.0,,15.0,False
50075,,Chad,1.0,True
37779,1.0,,1.0,True
12316,1.0,Micronesia,2.0,True
34930,,,2.0,True
41080,0.89,Tonga,10.0,True
47876,,Estonia,1.0,True
16197,,,1.0,True
17537,,,1.0,False
37498,,,1.0,False
20119,,Lithuania,1.0,False
24445,,Niger,1.0,False
42582,,Niue,1.0,False
3276,,Marshall Islands,1.0,True
10043,0.0,French Guiana,1.0,False
29812,1.0,Tanzania,2.0,True
43217,0.75,,1.0,True
19397,1.0,Niue,2.0,True
18077,1.0,Sao Tome and Principe,139.0,False
7906,,Costa Rica,1.0,True
24011,1.0,,1.0,True
15414,,Afghanistan,1.0,True
26312,1.0,,3.0,True
12316,1.0,Micronesia,2.0,True
27465,1.0,,1.0,False
30031,1.0,Turks and Caicos Islands,2.0,True
9780,,Isle of Man,2.0,True
37152,,,2.0,False
26738,,,1.0,True
9564,,,1.0,True
7011,,,1.0,False
32217,,,1.0,False
13145,,Cuba,2.0,True
47086,1.0,Mauritania,4.0,True
48310,0.2,Lebanon,1.0,True
21252,,Guinea,1.0,True
10700,1.0,Gambia,1.0,True
40607,,Uganda,1.0,True
2039,,Jersey,1.0,True
23669,1.0,,1.0,False
195,,Slovenia,1.0,False
47772,,Montserrat,1.0,False
33072,1.0,El Salvador,4.0,False
6740,,,1.0,True
34156,1.0,Svalbard & Jan Mayen Islands,2.0,True
21852,1.0,,3.0,False
5526,1.0,Isle of Man,3.0,True
11430,0.9,,1.0,True
18555,0.8,Uzbekistan,1.0,False
42519,,Nauru,1.0,True
13798,1.0,France,2.0,True
13717,,,1.0,True
14152,,Gambia,1.0,True
9204,0.11,Russian Federation,1.0,True
35641,,Netherlands,15.0,True
7867,0.75,Philippines,1.0,True
30924,,Sao Tome and Principe,7.0,True
24016,1.0,Bosnia and Herzegovina,29.0,False
18391,,Svalbard & Jan Mayen Islands,2.0,False
21054,,Russian Federation,1.0,True
34198,,United Kingdom,1.0,True
34714,1.0,,2.0,True
38675,1.0,Slovakia (Slovak Republic),16.0,True
43346,,Cocos (Keeling) Islands,1.0,False
54,,Turkmenistan,2.0,True
14264,,Malta,1.0,True
3576,,Uruguay,1.0,False
40105,,,1.0,True
19082,,Micronesia,1.0,False
17418,,Tunisia,1.0,True
48043,1.0,,1.0,False
14015,,,1.0,True
43242,,Niue,1.0,True
27154,1.0,Russian Federation,3.0,True
46318,1.0,Rwanda,1.0,False
1050,,,1.0,False
30416,,,1.0,False
22147,0.8,,2.0,False
29978,0.89,Uzbekistan,26.0,False
37657,,Turkmenistan,1.0,True
38340,,,2.0,True
26641,,,1.0,False
26747,,,1.0,False
33671,0.9,Brazil,1.0,False
16899,,,1.0,False
15412,,Svalbard & Jan Mayen Islands,1.0,True
41962,,Afghanistan,1.0,False
18673,,Guernsey,1.0,False
36516,,,1.0,True
8631,,,1.0,True
14026,,Cocos (Keeling) Islands,1.0,False
1012,,,1.0,False
42874,,Togo,1.0,False
26514,0.99,Vietnam,10.0,False
26514,0.99,Vietnam,10.0,False
26514,0.99,Vietnam,10.0,False
23168,,Bouvet Island (Bouvetoya),3.0,True
45017,1.0,Lithuania,1.0,True
32222,,Gambia,4.0,False
27460,0.5,Denmark,2.0,False
26514,0.99,Vietnam,10.0,False
48756,1.0,Maldives,59.0,False
39882,,Somalia,1.0,False
26514,0.99,Vietnam,10.0,False
26514,0.99,Vietnam,10.0,False
231,,Barbados,1.0,False
22900,,Guinea,1.0,False
49468,1.0,Kenya,1.0,True
43331,,,1.0,True
37054,,Sao Tome and Principe,1.0,True
15480,,Portugal,1.0,False
38340,,,2.0,True
7542,,Russian Federation,1.0,False
23429,,,1.0,False
34784,0.6,Faroe Islands,19.0,True
33814,,Faroe Islands,9.0,False
12980,1.0,Uzbekistan,3.0,True
9867,1.0,Guernsey,1.0,True
36635,1.0,Indonesia,10.0,False
38568,,Turks and Caicos Islands,4.0,False
18435,1.0,,1.0,False
6505,,Brazil,1.0,False
49426,,,1.0,True
24747,1.0,Nicaragua,6.0,False
2921,,Cuba,2.0,True
1088,,Turkmenistan,1.0,False
48855,,,1.0,True
33027,,,1.0,False
19393,,Russian Federation,2.0,False
19049,,Kiribati,2.0,True
24979,,,1.0,True
5813,0.9,France,1.0,True
18351,,Micronesia,1.0,True
28841,,Guinea,1.0,True
49432,,Monaco,1.0,False
17544,0.67,,1.0,True
47841,,Chad,1.0,True
29234,1.0,Togo,9.0,True
34895,1.0,Estonia,16.0,True
28235,,,1.0,True
32488,,Senegal,17.0,True
41290,,,1.0,False
20566,1.0,Sao Tome and Principe,2.0,False
21313,,Kiribati,1.0,False
8225,0.95,Barbados,31.0,False
7293,,Barbados,3.0,False
18375,0.5,,1.0,True
18077,1.0,Sao Tome and Principe,139.0,False
18077,1.0,Sao Tome and Principe,139.0,False
18077,1.0,Sao Tome and Principe,139.0,False
47640,,Denmark,1.0,False
16193,,,1.0,False
30000,,,1.0,True
28828,1.0,Isle of Man,198.0,True
16530,1.0,Senegal,3.0,False
6941,,Brazil,1.0,False
35039,,Turkmenistan,1.0,False
45055,,Brazil,3.0,True
48839,,Australia,1.0,True
29471,,,1.0,False
1041,,Lebanon,1.0,True
42681,,Georgia,4.0,False
38568,,Turks and Caicos Islands,4.0,False
47423,,Marshall Islands,1.0,True
38568,,Turks and Caicos Islands,4.0,False
37970,1.0,,1.0,True
2295,1.0,,1.0,False
69,,Canada,1.0,False
45042,,Guernsey,1.0,True
47447,,Portugal,2.0,False
39816,,,1.0,True
4330,0.94,Ukraine,60.0,True
608,,Russian Federation,3.0,False
15541,,Puerto Rico,1.0,False
2613,,,2.0,True
37219,,,1.0,True
5328,,Sao Tome and Principe,1.0,False
31666,,,1.0,True
28762,,Korea,1.0,False
37785,,,1.0,False
11759,,,1.0,True
33531,1.0,Mexico,1.0,False
9062,1.0,Palestinian Territory,5.0,False
12742,1.0,Nicaragua,2.0,True
47719,,,1.0,False
46639,,,1.0,False
5892,,Turkmenistan,1.0,True
15915,0.94,,4.0,True
12264,1.0,Slovakia (Slovak Republic),1.0,True
1244,1.0,Ecuador,1.0,True
16795,,Andorra,2.0,True
22583,,Somalia,1.0,True
4235,,Bosnia and Herzegovina,3.0,False
14364,1.0,Nauru,9.0,False
356,0.99,Wallis and Futuna,32.0,True
7965,,Niue,1.0,False
49674,1.0,Lebanon,1.0,False
19849,,Russian Federation,2.0,True
7491,,Kenya,1.0,True
20225,,,1.0,False
48877,,,1.0,False
4942,1.0,,3.0,False
14022,1.0,Uganda,1.0,True
41590,,Cocos (Keeling) Islands,1.0,False
36224,,,1.0,False
31538,,,1.0,True
4330,0.94,Ukraine,60.0,True
39949,0.83,Turks and Caicos Islands,1.0,True
41621,1.0,,1.0,False
10745,1.0,Faroe Islands,2.0,False
8156,,Russian Federation,3.0,False
7806,,Russian Federation,1.0,True
20117,,Faroe Islands,1.0,False
20848,,Saint Helena,1.0,True
13500,,Brazil,1.0,False
41983,0.9,United Kingdom,1.0,False
24925,,,1.0,False
14310,,Faroe Islands,1.0,False
15780,,,1.0,True
41413,,,1.0,True
18238,,,2.0,True
9370,0.9,Niue,2.0,True
9666,0.33,,1.0,True
982,0.99,Marshall Islands,32.0,False
24870,,Turks and Caicos Islands,1.0,False
14173,0.9,Brazil,3.0,True
44293,,,1.0,False
46403,,,1.0,False
49069,,,1.0,False
35118,,Bouvet Island (Bouvetoya),1.0,True
468,,,1.0,False
33546,,French Guiana,1.0,False
42118,,,1.0,True
18391,,Svalbard & Jan Mayen Islands,2.0,False
32051,,,1.0,False
16850,1.0,Sao Tome and Principe,3.0,True
18903,,,2.0,True
5611,,,1.0,True
12359,0.8,Croatia,1.0,False
34688,1.0,Gambia,2.0,True
13060,1.0,Montserrat,2.0,False
34623,,Isle of Man,1.0,False
13554,,Faroe Islands,1.0,True
28713,,Tonga,1.0,False
43815,,,1.0,True
49708,,Afghanistan,3.0,True
17925,0.33,,2.0,True
13240,1.0,Estonia,1.0,True
6572,1.0,Venezuela,1.0,False
5153,1.0,France,1.0,False
41644,,Isle of Man,1.0,True
14167,,,1.0,False
27154,1.0,Russian Federation,3.0,True
20217,0.9,,2.0,True
14110,,Tanzania,1.0,False
48035,,Togo,1.0,False
21390,0.9,,2.0,False
24985,0.9,,7.0,True
31587,,,1.0,False
33295,,Tonga,2.0,True
250,,Togo,1.0,False
13123,,Kenya,1.0,False
35902,1.0,,1.0,False
39001,,Russian Federation,1.0,False
12292,,Guinea,1.0,False
35,,Micronesia,1.0,False
22621,,,1.0,True
36542,0.0,,1.0,True
356,0.99,Wallis and Futuna,32.0,True
32771,,Korea,1.0,True
39207,,Denmark,3.0,True
2099,1.0,Tonga,1.0,True
32932,,Reunion,1.0,False
14931,1.0,Jersey,4.0,False
16278,,Korea,1.0,True
36256,,Russian Federation,1.0,False
37223,,,1.0,False
3917,,,1.0,True
15382,,Guinea,2.0,False
39126,1.0,Guinea,9.0,False
4618,,Tonga,3.0,False
34439,,Guinea,1.0,False
26214,,,1.0,False
45512,1.0,Barbados,2.0,True
24681,,Russian Federation,1.0,True
2962,1.0,Sao Tome and Principe,2.0,True
33814,,Faroe Islands,9.0,False
35355,1.0,Gambia,3.0,False
6487,,,1.0,False
48961,0.9,Turkmenistan,2.0,True
22908,1.0,Micronesia,6.0,True
11958,1.0,,1.0,False
12370,,,1.0,False
18393,1.0,Canada,2.0,True
9585,,Zimbabwe,1.0,True
29338,1.0,,2.0,True
7100,,,1.0,False
23754,0.88,,1.0,True
18357,,,1.0,False
31082,,Zimbabwe,1.0,False
10285,,,2.0,False
4579,1.0,Marshall Islands,2.0,False
6623,,Uzbekistan,1.0,False
32961,,United Kingdom,6.0,True
9806,1.0,Lithuania,2.0,True
6418,,,1.0,True
18678,1.0,,1.0,False
32961,,United Kingdom,6.0,True
21272,1.0,Niue,6.0,False
44823,,Micronesia,2.0,False
42187,,Costa Rica,1.0,True
42852,,,1.0,True
33805,,,2.0,True
23763,1.0,,1.0,True
27897,,,1.0,True
37881,1.0,Guinea,1.0,False
48333,1.0,Chad,2.0,True
12594,,,1.0,True
37570,,Svalbard & Jan Mayen Islands,1.0,False
34151,1.0,Guinea,3.0,False
23034,0.99,Monaco,54.0,False
41902,,Zimbabwe,1.0,True
39381,,Russian Federation,1.0,False
2522,,,1.0,False
39980,,Jersey,1.0,False
1420,1.0,Afghanistan,2.0,False
48379,,El Salvador,1.0,False
48692,,Uganda,1.0,False
7216,,,1.0,False
46005,,Nicaragua,1.0,False
8509,,Malta,1.0,True
17124,0.88,Turks and Caicos Islands,4.0,True
29647,1.0,Peru,1305.0,False
24345,1.0,Lebanon,1.0,True
503,,Maldives,3.0,True
42767,1.0,,1.0,True
21766,,Tonga,1.0,False
37739,,,1.0,True
20060,,Guernsey,5.0,True
764,,Faroe Islands,1.0,False
1011,0.97,Russian Federation,8.0,True
13011,,Uzbekistan,1.0,True
37704,0.96,Fiji,26.0,False
22599,,,1.0,False
20334,0.99,Niger,171.0,True
37704,0.96,Fiji,26.0,False
43748,,France,1.0,True
16602,,Gambia,2.0,True
40328,,Netherlands,1.0,False
37637,1.0,,1.0,True
11281,1.0,,2.0,True
37704,0.96,Fiji,26.0,False
28739,,Faroe Islands,1.0,False
41357,,Tonga,1.0,True
48359,,Niger,2.0,False
13476,,,1.0,False
13589,1.0,China,1.0,False
22211,,,1.0,True
33086,,Niue,1.0,True
11281,1.0,,2.0,True
12118,,Niue,1.0,False
5164,,Guinea,1.0,False
19091,0.95,Cook Islands,18.0,True
24351,,Marshall Islands,1.0,True
19603,0.98,Cuba,12.0,False
34730,1.0,,2.0,False
16795,,Andorra,2.0,True
32462,,Puerto Rico,1.0,False
47449,1.0,Guinea,1.0,False
29666,1.0,Anguilla,2.0,False
28620,,,1.0,True
21724,,Sao Tome and Principe,3.0,True
21998,,,1.0,False
201,,Bouvet Island (Bouvetoya),1.0,True
25272,,,1.0,False
34730,1.0,,2.0,False
26240,,Cuba,1.0,False
4116,,Kiribati,1.0,False
20387,1.0,Malta,12.0,True
34570,1.0,,1.0,False
26312,1.0,,3.0,True
17119,,Russian Federation,1.0,True
21545,,Turks and Caicos Islands,1.0,False
42185,,Wallis and Futuna,1.0,True
15827,,Bouvet Island (Bouvetoya),1.0,False
6392,,Nicaragua,1.0,True
45055,,Brazil,3.0,True
8862,1.0,Nicaragua,3.0,False
36955,,,1.0,False
37692,,Micronesia,1.0,True
45839,,,1.0,False
24294,1.0,Brazil,1.0,True
31813,,Marshall Islands,1.0,True
39956,,Monaco,2.0,True
14566,1.0,Korea,4.0,True
2927,1.0,Uganda,10.0,True
29601,,Faroe Islands,6.0,True
42344,1.0,Libyan Arab Jamahiriya,1.0,True
48807,1.0,Micronesia,1.0,False
12441,,,1.0,False
28237,,Malta,1.0,False
34941,,,1.0,False
